n,Egb,dx,dy,rx,ry,T,steps,f
0.22,0.99,5.42,3.22,4,4,500,1000,lammps_0.990_0.22_5.42_3.22_4_4_500_1000
0.25,0.99,2.11,2.12,4,1,400,4000,lammps_0.990_0.25_2.11_2.12_4_1_400_4000
0.19,0.99,6.78,2.68,4,4,400,9000,lammps_0.990_0.19_6.78_2.68_4_4_400_9000
0.31,0.99,1.67,1.88,4,2,600,4000,lammps_0.990_0.31_1.67_1.88_4_2_600_4000
0.29,0.99,1.87,1.15,1,7,500,18000,lammps_0.990_0.29_1.87_1.15_1_7_500_18000
0.38,0.99,7.14,0.17,1,8,1000,0,lammps_0.990_0.38_7.14_0.17_1_8_1000_0
0.37,0.99,6.62,0.12,1,15,400,2000,lammps_0.990_0.37_6.62_0.12_1_15_400_2000
0.36,0.99,1.75,0.12,1,14,900,23000,lammps_0.990_0.36_1.75_0.12_1_14_900_23000
0.39,0.99,1.76,1.83,2,14,600,1000,lammps_0.990_0.39_1.76_1.83_2_14_600_1000
0.34,0.99,3.83,2.08,2,14,500,0,lammps_0.990_0.34_3.83_2.08_2_14_500_0
0.33,0.99,0.69,0.09,1,3,600,43000,lammps_0.990_0.33_0.69_0.09_1_3_600_43000
0.32,0.99,5.75,1.74,2,7,1200,6000,lammps_0.990_0.32_5.75_1.74_2_7_1200_6000
0.35,0.99,6.36,2.78,2,5,700,2000,lammps_0.990_0.35_6.36_2.78_2_5_700_2000
0.71,0.991,2.69,1.73,3,7,1000,2000,lammps_0.991_0.71_2.69_1.73_3_7_1000_2000
0.5,0.991,4.97,2.44,3,2,300,37000,lammps_0.991_0.50_4.97_2.44_3_2_300_37000
0.53,0.991,0.33,0.14,4,5,600,16000,lammps_0.991_0.53_0.33_0.14_4_5_600_16000
0.55,0.991,1.79,0.99,2,5,800,6000,lammps_0.991_0.55_1.79_0.99_2_5_800_6000
0.56,0.991,3.65,1.81,4,2,1300,0,lammps_0.991_0.56_3.65_1.81_4_2_1300_0
0.58,0.991,1.63,1.65,3,2,800,18000,lammps_0.991_0.58_1.63_1.65_3_2_800_18000
0.62,0.991,0.79,1.72,2,2,1200,117000,lammps_0.991_0.62_0.79_1.72_2_2_1200_117000
0.65,0.991,3.98,0.41,4,5,400,6000,lammps_0.991_0.65_3.98_0.41_4_5_400_6000
0.75,0.991,6.48,2.08,3,2,400,6000,lammps_0.991_0.75_6.48_2.08_3_2_400_6000
0.48,0.991,0.25,3.56,3,7,700,4000,lammps_0.991_0.48_0.25_3.56_3_7_700_4000
0.79,0.991,0.2,2.31,2,6,500,109000,lammps_0.991_0.79_0.20_2.31_2_6_500_109000
0.81,0.991,0.73,2.71,4,2,500,6000,lammps_0.991_0.81_0.73_2.71_4_2_500_6000
0.83,0.991,3.13,0.65,1,6,800,15000,lammps_0.991_0.83_3.13_0.65_1_6_800_15000
0.84,0.991,4.07,1.37,4,4,600,0,lammps_0.991_0.84_4.07_1.37_4_4_600_0
0.93,0.991,2.98,1.95,2,7,900,2000,lammps_0.991_0.93_2.98_1.95_2_7_900_2000
0.86,0.991,4.39,1.79,2,7,1000,7000,lammps_0.991_0.86_4.39_1.79_2_7_1000_7000
0.87,0.991,5.33,3.43,3,5,1200,13000,lammps_0.991_0.87_5.33_3.43_3_5_1200_13000
0.88,0.991,6.81,0.1,4,3,500,278000,lammps_0.991_0.88_6.81_0.10_4_3_500_278000
0.89,0.991,0.35,1.36,3,3,300,3000,lammps_0.991_0.89_0.35_1.36_3_3_300_3000
0.78,0.991,3.23,2.88,3,6,300,11000,lammps_0.991_0.78_3.23_2.88_3_6_300_11000
0.47,0.991,4.77,2.96,1,15,400,1000,lammps_0.991_0.47_4.77_2.96_1_15_400_1000
0.12,0.991,5.42,0.9,4,6,800,2000,lammps_0.991_0.12_5.42_0.90_4_6_800_2000
0.43,0.991,3.44,1.12,1,14,800,35000,lammps_0.991_0.43_3.44_1.12_1_14_800_35000
0.44,0.991,7.58,3.58,4,6,700,0,lammps_0.991_0.44_7.58_3.58_4_6_700_0
0.0,0.991,4.06,0.03,3,3,800,25000,lammps_0.991_0.00_4.06_0.03_3_3_800_25000
0.03,0.991,1.34,1.55,3,6,900,277000,lammps_0.991_0.03_1.34_1.55_3_6_900_277000
0.04,0.991,1.9,3.53,3,4,1000,1000,lammps_0.991_0.04_1.90_3.53_3_4_1000_1000
0.09,0.991,4.34,0.97,4,4,1000,2000,lammps_0.991_0.09_4.34_0.97_4_4_1000_2000
0.19,0.991,7.65,2.05,3,6,400,15000,lammps_0.991_0.19_7.65_2.05_3_6_400_15000
0.2,0.991,0.24,2.41,3,5,600,3000,lammps_0.991_0.20_0.24_2.41_3_5_600_3000
0.21,0.991,1.7,1.46,3,4,300,18000,lammps_0.991_0.21_1.70_1.46_3_4_300_18000
0.22,0.991,4.34,2.88,4,4,800,12000,lammps_0.991_0.22_4.34_2.88_4_4_800_12000
0.18,0.991,7.99,2.34,2,7,600,20000,lammps_0.991_0.18_7.99_2.34_2_7_600_20000
0.28,0.991,5.41,3.28,3,6,300,12000,lammps_0.991_0.28_5.41_3.28_3_6_300_12000
0.25,0.991,0.66,0.9,2,2,1000,0,lammps_0.991_0.25_0.66_0.90_2_2_1000_0
0.4,0.991,5.56,1.31,2,5,1300,1000,lammps_0.991_0.40_5.56_1.31_2_5_1300_1000
0.38,0.991,0.66,2.28,2,2,700,64000,lammps_0.991_0.38_0.66_2.28_2_2_700_64000
0.36,0.991,1.02,1.2,2,7,500,21000,lammps_0.991_0.36_1.02_1.20_2_7_500_21000
0.42,0.991,4.78,0.64,1,13,500,1000,lammps_0.991_0.42_4.78_0.64_1_13_500_1000
0.32,0.991,4.67,1.33,1,11,300,6000,lammps_0.991_0.32_4.67_1.33_1_11_300_6000
0.31,0.991,1.63,3.28,2,4,400,2000,lammps_0.991_0.31_1.63_3.28_2_4_400_2000
0.29,0.991,4.31,2.72,1,7,1200,46000,lammps_0.991_0.29_4.31_2.72_1_7_1200_46000
0.33,0.991,0.51,0.8,1,6,300,3000,lammps_0.991_0.33_0.51_0.80_1_6_300_3000
0.7,0.992,4.81,0.01,2,5,600,0,lammps_0.992_0.70_4.81_0.01_2_5_600_0
0.45,0.992,7.73,3.58,1,10,900,5000,lammps_0.992_0.45_7.73_3.58_1_10_900_5000
0.46,0.992,6.93,2.42,1,12,600,76000,lammps_0.992_0.46_6.93_2.42_1_12_600_76000
0.48,0.992,0.74,2.77,3,7,500,6000,lammps_0.992_0.48_0.74_2.77_3_7_500_6000
0.5,0.992,1.45,1.34,1,14,1000,31000,lammps_0.992_0.50_1.45_1.34_1_14_1000_31000
0.54,0.992,4.8,0.93,1,13,500,2000,lammps_0.992_0.54_4.80_0.93_1_13_500_2000
0.56,0.992,5.3,1.2,1,8,600,4000,lammps_0.992_0.56_5.30_1.20_1_8_600_4000
0.57,0.992,0.41,3.59,2,11,400,22000,lammps_0.992_0.57_0.41_3.59_2_11_400_22000
0.69,0.992,0.71,2.44,3,7,400,5000,lammps_0.992_0.69_0.71_2.44_3_7_400_5000
0.71,0.992,0.23,0.98,2,7,1100,13000,lammps_0.992_0.71_0.23_0.98_2_7_1100_13000
0.94,0.992,4.99,2.46,4,2,500,6000,lammps_0.992_0.94_4.99_2.46_4_2_500_6000
0.75,0.992,3.37,2.69,4,2,400,65000,lammps_0.992_0.75_3.37_2.69_4_2_400_65000
0.78,0.992,3.77,0.31,3,6,900,9000,lammps_0.992_0.78_3.77_0.31_3_6_900_9000
0.79,0.992,3.84,1.12,2,6,600,24000,lammps_0.992_0.79_3.84_1.12_2_6_600_24000
0.81,0.992,2.31,1.18,2,4,500,5000,lammps_0.992_0.81_2.31_1.18_2_4_500_5000
0.83,0.992,1.73,1.76,1,6,400,23000,lammps_0.992_0.83_1.73_1.76_1_6_400_23000
0.86,0.992,7.81,2.02,2,7,800,1000,lammps_0.992_0.86_7.81_2.02_2_7_800_1000
0.88,0.992,0.8,1.56,2,2,1100,25000,lammps_0.992_0.88_0.80_1.56_2_2_1100_25000
0.9,0.992,4.67,0.7,3,7,1000,2000,lammps_0.992_0.90_4.67_0.70_3_7_1000_2000
0.93,0.992,0.82,2.25,4,7,900,1000,lammps_0.992_0.93_0.82_2.25_4_7_900_1000
0.44,0.992,0.39,0.59,4,4,700,75000,lammps_0.992_0.44_0.39_0.59_4_4_700_75000
0.74,0.992,5.87,1.11,3,7,1100,14000,lammps_0.992_0.74_5.87_1.11_3_7_1100_14000
0.43,0.992,5.75,1.39,1,14,700,2000,lammps_0.992_0.43_5.75_1.39_1_14_700_2000
0.42,0.992,7.51,0.18,1,12,900,31000,lammps_0.992_0.42_7.51_0.18_1_12_900_31000
0.4,0.992,3.94,1.76,2,10,600,0,lammps_0.992_0.40_3.94_1.76_2_10_600_0
0.05,0.992,0.53,0.26,2,5,1200,2000,lammps_0.992_0.05_0.53_0.26_2_5_1200_2000
0.08,0.992,0.01,0.74,3,2,900,9000,lammps_0.992_0.08_0.01_0.74_3_2_900_9000
0.12,0.992,6.52,0.73,4,6,700,8000,lammps_0.992_0.12_6.52_0.73_4_6_700_8000
0.17,0.992,3.44,3.03,3,2,1000,6000,lammps_0.992_0.17_3.44_3.03_3_2_1000_6000
0.19,0.992,2.6,0.86,2,4,600,67000,lammps_0.992_0.19_2.60_0.86_2_4_600_67000
0.2,0.992,2.04,0.19,1,5,1300,84000,lammps_0.992_0.20_2.04_0.19_1_5_1300_84000
0.21,0.992,3.03,2.4,1,7,300,2000,lammps_0.992_0.21_3.03_2.40_1_7_300_2000
0.22,0.992,3.1,0.21,4,4,300,10000,lammps_0.992_0.22_3.10_0.21_4_4_300_10000
0.25,0.992,1.26,0.29,1,2,700,0,lammps_0.992_0.25_1.26_0.29_1_2_700_0
0.27,0.992,1.17,2.55,4,7,300,11000,lammps_0.992_0.27_1.17_2.55_4_7_300_11000
0.0,0.992,1.85,1.04,3,2,700,36000,lammps_0.992_0.00_1.85_1.04_3_2_700_36000
0.29,0.992,2.95,3.32,1,7,400,134000,lammps_0.992_0.29_2.95_3.32_1_7_400_134000
0.3,0.992,0.92,0.31,1,5,400,4000,lammps_0.992_0.30_0.92_0.31_1_5_400_4000
0.31,0.992,3.78,0.68,4,2,800,139000,lammps_0.992_0.31_3.78_0.68_4_2_800_139000
0.32,0.992,3.63,2.01,1,11,1300,0,lammps_0.992_0.32_3.63_2.01_1_11_1300_0
0.33,0.992,4.69,0.07,1,6,400,74000,lammps_0.992_0.33_4.69_0.07_1_6_400_74000
0.34,0.992,2.6,2.07,2,8,300,3000,lammps_0.992_0.34_2.60_2.07_2_8_300_3000
0.35,0.992,4.6,1.28,1,10,400,78000,lammps_0.992_0.35_4.60_1.28_1_10_400_78000
0.37,0.992,2.01,2.91,1,15,1000,2000,lammps_0.992_0.37_2.01_2.91_1_15_1000_2000
0.38,0.992,0.99,0.34,2,2,1000,8000,lammps_0.992_0.38_0.99_0.34_2_2_1000_8000
0.39,0.992,0.92,0.46,1,14,700,13000,lammps_0.992_0.39_0.92_0.46_1_14_700_13000
0.28,0.992,0.09,1.81,4,5,700,23000,lammps_0.992_0.28_0.09_1.81_4_5_700_23000
0.65,0.993,1.81,1.87,2,5,400,27000,lammps_0.993_0.65_1.81_1.87_2_5_400_27000
0.58,0.993,0.6,3.29,1,13,500,1000,lammps_0.993_0.58_0.60_3.29_1_13_500_1000
0.57,0.993,0.5,0.51,1,7,800,50000,lammps_0.993_0.57_0.50_0.51_1_7_800_50000
0.44,0.993,2.88,3.15,4,2,1000,0,lammps_0.993_0.44_2.88_3.15_4_2_1000_0
0.53,0.993,1.66,0.33,2,8,500,1000,lammps_0.993_0.53_1.66_0.33_2_8_500_1000
0.5,0.993,0.19,0.82,2,4,900,18000,lammps_0.993_0.50_0.19_0.82_2_4_900_18000
0.46,0.993,1.48,0.67,1,14,300,25000,lammps_0.993_0.46_1.48_0.67_1_14_300_25000
0.67,0.993,0.1,0.17,1,3,1200,12000,lammps_0.993_0.67_0.10_0.17_1_3_1200_12000
0.55,0.993,5.02,3.48,2,5,300,3000,lammps_0.993_0.55_5.02_3.48_2_5_300_3000
0.68,0.993,3.3,0.11,4,5,800,28000,lammps_0.993_0.68_3.30_0.11_4_5_800_28000
0.79,0.993,8.01,2.26,1,7,1000,266000,lammps_0.993_0.79_8.01_2.26_1_7_1000_266000
0.71,0.993,7.92,1.76,4,6,300,184000,lammps_0.993_0.71_7.92_1.76_4_6_300_184000
0.75,0.993,3.25,1.6,4,1,1300,2000,lammps_0.993_0.75_3.25_1.60_4_1_1300_2000
0.78,0.993,5.9,3.16,4,4,900,109000,lammps_0.993_0.78_5.90_3.16_4_4_900_109000
0.81,0.993,2.59,1.05,4,6,700,2000,lammps_0.993_0.81_2.59_1.05_4_6_700_2000
0.83,0.993,2.42,3.29,3,3,500,0,lammps_0.993_0.83_2.42_3.29_3_3_500_0
0.85,0.993,5.63,3.45,2,5,900,2000,lammps_0.993_0.85_5.63_3.45_2_5_900_2000
0.92,0.993,0.52,0.41,3,4,500,3000,lammps_0.993_0.92_0.52_0.41_3_4_500_3000
0.93,0.993,5.32,0.43,1,7,900,46000,lammps_0.993_0.93_5.32_0.43_1_7_900_46000
0.43,0.993,1.41,1.82,2,7,400,3000,lammps_0.993_0.43_1.41_1.82_2_7_400_3000
0.7,0.993,1.32,2.87,4,7,500,3000,lammps_0.993_0.70_1.32_2.87_4_7_500_3000
0.42,0.993,4.05,1.41,2,6,300,69000,lammps_0.993_0.42_4.05_1.41_2_6_300_69000
0.45,0.993,1.2,2.95,1,10,700,0,lammps_0.993_0.45_1.20_2.95_1_10_700_0
0.4,0.993,4.0,3.4,1,15,300,32000,lammps_0.993_0.40_4.00_3.40_1_15_300_32000
0.0,0.993,1.81,1.88,3,2,700,90000,lammps_0.993_0.00_1.81_1.88_3_2_700_90000
0.05,0.993,1.14,3.13,2,5,800,172000,lammps_0.993_0.05_1.14_3.13_2_5_800_172000
0.06,0.993,3.81,0.6,3,3,900,17000,lammps_0.993_0.06_3.81_0.60_3_3_900_17000
0.08,0.993,1.32,2.88,3,2,800,176000,lammps_0.993_0.08_1.32_2.88_3_2_800_176000
0.18,0.993,4.03,1.16,2,7,400,1000,lammps_0.993_0.18_4.03_1.16_2_7_400_1000
0.2,0.993,1.11,1.12,1,5,1200,95000,lammps_0.993_0.20_1.11_1.12_1_5_1200_95000
0.22,0.993,0.78,3.48,3,3,700,119000,lammps_0.993_0.22_0.78_3.48_3_3_700_119000
0.23,0.993,3.7,1.53,4,6,600,0,lammps_0.993_0.23_3.70_1.53_4_6_600_0
0.24,0.993,5.98,2.04,3,7,1300,0,lammps_0.993_0.24_5.98_2.04_3_7_1300_0
0.25,0.993,0.03,0.29,2,1,1100,4000,lammps_0.993_0.25_0.03_0.29_2_1_1100_4000
0.21,0.993,1.93,2.76,1,7,400,166000,lammps_0.993_0.21_1.93_2.76_1_7_400_166000
0.31,0.993,0.86,1.62,2,4,700,1000,lammps_0.993_0.31_0.86_1.62_2_4_700_1000
0.3,0.993,1.78,0.43,2,5,500,4000,lammps_0.993_0.30_1.78_0.43_2_5_500_4000
0.38,0.993,6.21,1.03,3,7,500,1000,lammps_0.993_0.38_6.21_1.03_3_7_500_1000
0.41,0.993,1.18,1.43,2,11,400,3000,lammps_0.993_0.41_1.18_1.43_2_11_400_3000
0.37,0.993,7.99,1.86,1,15,1100,2000,lammps_0.993_0.37_7.99_1.86_1_15_1100_2000
0.36,0.993,0.45,3.58,2,7,800,3000,lammps_0.993_0.36_0.45_3.58_2_7_800_3000
0.39,0.993,1.56,3.55,1,9,1100,13000,lammps_0.993_0.39_1.56_3.55_1_9_1100_13000
0.34,0.993,3.36,1.73,2,8,400,38000,lammps_0.993_0.34_3.36_1.73_2_8_400_38000
0.33,0.993,5.73,0.99,3,2,300,16000,lammps_0.993_0.33_5.73_0.99_3_2_300_16000
0.32,0.993,1.19,3.3,1,11,600,1000,lammps_0.993_0.32_1.19_3.30_1_11_600_1000
0.35,0.993,7.11,0.29,1,10,500,0,lammps_0.993_0.35_7.11_0.29_1_10_500_0
0.69,0.994,2.19,2.64,4,2,300,5000,lammps_0.994_0.69_2.19_2.64_4_2_300_5000
0.46,0.994,4.35,1.96,2,7,500,4000,lammps_0.994_0.46_4.35_1.96_2_7_500_4000
0.48,0.994,4.84,0.55,2,13,700,3000,lammps_0.994_0.48_4.84_0.55_2_13_700_3000
0.5,0.994,1.13,2.27,1,5,600,2000,lammps_0.994_0.50_1.13_2.27_1_5_600_2000
0.52,0.994,0.59,0.41,2,12,500,0,lammps_0.994_0.52_0.59_0.41_2_12_500_0
0.53,0.994,1.61,2.85,2,10,600,2000,lammps_0.994_0.53_1.61_2.85_2_10_600_2000
0.54,0.994,0.13,0.44,2,6,300,12000,lammps_0.994_0.54_0.13_0.44_2_6_300_12000
0.64,0.994,6.97,1.28,2,7,500,110000,lammps_0.994_0.64_6.97_1.28_2_7_500_110000
0.67,0.994,1.14,0.65,1,3,800,30000,lammps_0.994_0.67_1.14_0.65_1_3_800_30000
0.7,0.994,1.81,0.81,1,5,700,32000,lammps_0.994_0.70_1.81_0.81_1_5_700_32000
0.94,0.994,2.73,0.73,4,2,1300,1000,lammps_0.994_0.94_2.73_0.73_4_2_1300_1000
0.73,0.994,5.39,1.01,4,7,300,3000,lammps_0.994_0.73_5.39_1.01_4_7_300_3000
0.75,0.994,0.19,0.26,2,1,900,3000,lammps_0.994_0.75_0.19_0.26_2_1_900_3000
0.76,0.994,1.0,2.97,3,7,500,4000,lammps_0.994_0.76_1.00_2.97_3_7_500_4000
0.78,0.994,4.49,1.66,3,3,500,6000,lammps_0.994_0.78_4.49_1.66_3_3_500_6000
0.79,0.994,4.45,0.21,3,4,1100,100000,lammps_0.994_0.79_4.45_0.21_3_4_1100_100000
0.81,0.994,4.27,0.46,2,4,800,208000,lammps_0.994_0.81_4.27_0.46_2_4_800_208000
0.83,0.994,1.58,0.96,2,3,1100,160000,lammps_0.994_0.83_1.58_0.96_2_3_1100_160000
0.88,0.994,4.32,0.22,4,3,800,4000,lammps_0.994_0.88_4.32_0.22_4_3_800_4000
0.93,0.994,6.75,1.81,3,5,800,14000,lammps_0.994_0.93_6.75_1.81_3_5_800_14000
0.44,0.994,3.85,1.14,1,9,1100,100000,lammps_0.994_0.44_3.85_1.14_1_9_1100_100000
0.98,0.994,4.06,0.28,4,6,800,22000,lammps_0.994_0.98_4.06_0.28_4_6_800_22000
0.71,0.994,7.76,1.49,3,7,900,0,lammps_0.994_0.71_7.76_1.49_3_7_900_0
0.43,0.994,2.08,1.79,2,7,600,0,lammps_0.994_0.43_2.08_1.79_2_7_600_0
0.45,0.994,0.47,1.91,1,10,900,2000,lammps_0.994_0.45_0.47_1.91_1_10_900_2000
0.4,0.994,7.73,2.85,1,15,700,11000,lammps_0.994_0.40_7.73_2.85_1_15_700_11000
0.42,0.994,3.94,1.7,1,6,1300,9000,lammps_0.994_0.42_3.94_1.70_1_6_1300_9000
0.0,0.994,7.26,1.78,3,2,900,1000,lammps_0.994_0.00_7.26_1.78_3_2_900_1000
0.04,0.994,1.2,0.52,4,3,1000,1000,lammps_0.994_0.04_1.20_0.52_4_3_1000_1000
0.05,0.994,0.18,0.78,2,5,800,2000,lammps_0.994_0.05_0.18_0.78_2_5_800_2000
0.06,0.994,4.97,2.35,4,2,900,64000,lammps_0.994_0.06_4.97_2.35_4_2_900_64000
0.1,0.994,5.0,0.26,3,5,700,80000,lammps_0.994_0.10_5.00_0.26_3_5_700_80000
0.17,0.994,4.2,2.8,4,3,500,2000,lammps_0.994_0.17_4.20_2.80_4_3_500_2000
0.2,0.994,0.7,2.73,1,5,600,4000,lammps_0.994_0.20_0.70_2.73_1_5_600_4000
0.21,0.994,3.07,0.15,4,3,400,5000,lammps_0.994_0.21_3.07_0.15_4_3_400_5000
0.22,0.994,3.32,1.81,3,3,300,31000,lammps_0.994_0.22_3.32_1.81_3_3_300_31000
0.23,0.994,7.68,1.1,3,5,300,2000,lammps_0.994_0.23_7.68_1.10_3_5_300_2000
0.12,0.994,2.41,0.2,4,4,600,1000,lammps_0.994_0.12_2.41_0.20_4_4_600_1000
0.28,0.994,3.0,1.07,3,6,300,188000,lammps_0.994_0.28_3.00_1.07_3_6_300_188000
0.29,0.994,5.76,1.57,4,3,500,67000,lammps_0.994_0.29_5.76_1.57_4_3_500_67000
0.3,0.994,3.14,3.02,3,5,600,3000,lammps_0.994_0.30_3.14_3.02_3_5_600_3000
0.31,0.994,1.62,0.42,2,4,300,1000,lammps_0.994_0.31_1.62_0.42_2_4_300_1000
0.33,0.994,6.27,2.43,3,2,300,25000,lammps_0.994_0.33_6.27_2.43_3_2_300_25000
0.35,0.994,3.21,1.87,1,10,400,4000,lammps_0.994_0.35_3.21_1.87_1_10_400_4000
0.36,0.994,0.71,1.61,1,7,500,1000,lammps_0.994_0.36_0.71_1.61_1_7_500_1000
0.37,0.994,3.35,1.83,1,15,400,105000,lammps_0.994_0.37_3.35_1.83_1_15_400_105000
0.38,0.994,3.35,1.91,2,4,400,3000,lammps_0.994_0.38_3.35_1.91_2_4_400_3000
0.25,0.994,0.92,0.19,2,1,400,212000,lammps_0.994_0.25_0.92_0.19_2_1_400_212000
0.39,0.994,1.13,3.22,2,9,500,4000,lammps_0.994_0.39_1.13_3.22_2_9_500_4000
0.64,0.995,7.82,1.29,2,7,600,40000,lammps_0.995_0.64_7.82_1.29_2_7_600_40000
0.61,0.995,6.4,0.76,3,6,700,9000,lammps_0.995_0.61_6.40_0.76_3_6_700_9000
0.59,0.995,4.14,1.89,1,11,400,0,lammps_0.995_0.59_4.14_1.89_1_11_400_0
0.58,0.995,3.7,3.4,3,2,500,2000,lammps_0.995_0.58_3.70_3.40_3_2_500_2000
0.57,0.995,2.07,2.6,1,7,1300,2000,lammps_0.995_0.57_2.07_2.60_1_7_1300_2000
0.52,0.995,5.32,2.02,2,11,400,21000,lammps_0.995_0.52_5.32_2.02_2_11_400_21000
0.55,0.995,0.41,3.35,2,5,700,5000,lammps_0.995_0.55_0.41_3.35_2_5_700_5000
0.54,0.995,3.79,1.3,1,12,600,2000,lammps_0.995_0.54_3.79_1.30_1_12_600_2000
0.5,0.995,1.35,1.51,1,2,700,29000,lammps_0.995_0.50_1.35_1.51_1_2_700_29000
0.67,0.995,2.57,1.32,3,5,500,1000,lammps_0.995_0.67_2.57_1.32_3_5_500_1000
0.56,0.995,0.56,0.04,2,8,600,2000,lammps_0.995_0.56_0.56_0.04_2_8_600_2000
0.68,0.995,1.59,1.52,4,5,1100,34000,lammps_0.995_0.68_1.59_1.52_4_5_1100_34000
0.89,0.995,8.07,0.26,2,7,800,2000,lammps_0.995_0.89_8.07_0.26_2_7_800_2000
0.7,0.995,7.6,0.82,2,5,500,46000,lammps_0.995_0.70_7.60_0.82_2_5_500_46000
0.71,0.995,6.18,3.57,3,7,500,19000,lammps_0.995_0.71_6.18_3.57_3_7_500_19000
0.75,0.995,0.24,0.42,2,1,900,127000,lammps_0.995_0.75_0.24_0.42_2_1_900_127000
0.77,0.995,5.17,1.69,3,5,500,14000,lammps_0.995_0.77_5.17_1.69_3_5_500_14000
0.78,0.995,1.82,1.5,3,3,1100,5000,lammps_0.995_0.78_1.82_1.50_3_3_1100_5000
0.79,0.995,1.02,0.75,2,6,900,2000,lammps_0.995_0.79_1.02_0.75_2_6_900_2000
0.8,0.995,0.22,0.2,3,5,800,1000,lammps_0.995_0.80_0.22_0.20_3_5_800_1000
0.83,0.995,5.64,2.26,2,3,400,6000,lammps_0.995_0.83_5.64_2.26_2_3_400_6000
0.98,0.995,7.78,0.34,4,7,900,10000,lammps_0.995_0.98_7.78_0.34_4_7_900_10000
0.88,0.995,6.67,3.43,4,3,700,185000,lammps_0.995_0.88_6.67_3.43_4_3_700_185000
0.93,0.995,5.95,0.58,1,7,400,14000,lammps_0.995_0.93_5.95_0.58_1_7_400_14000
0.47,0.995,4.56,0.81,3,6,600,3000,lammps_0.995_0.47_4.56_0.81_3_6_600_3000
0.69,0.995,0.0,3.3,4,2,600,7000,lammps_0.995_0.69_0.00_3.30_4_2_600_7000
0.46,0.995,2.44,0.02,1,12,800,13000,lammps_0.995_0.46_2.44_0.02_1_12_800_13000
0.07,0.995,6.53,1.25,3,5,700,119000,lammps_0.995_0.07_6.53_1.25_3_5_700_119000
0.42,0.995,1.46,1.6,2,6,800,1000,lammps_0.995_0.42_1.46_1.60_2_6_800_1000
0.43,0.995,5.47,3.23,2,7,400,47000,lammps_0.995_0.43_5.47_3.23_2_7_400_47000
0.0,0.995,1.81,1.21,1,7,1100,19000,lammps_0.995_0.00_1.81_1.21_1_7_1100_19000
0.06,0.995,6.11,1.52,3,3,800,5000,lammps_0.995_0.06_6.11_1.52_3_3_800_5000
0.08,0.995,7.45,1.61,4,3,1300,1000,lammps_0.995_0.08_7.45_1.61_4_3_1300_1000
0.11,0.995,0.27,1.8,2,7,900,8000,lammps_0.995_0.11_0.27_1.80_2_7_900_8000
0.17,0.995,1.18,1.75,3,4,700,10000,lammps_0.995_0.17_1.18_1.75_3_4_700_10000
0.21,0.995,2.49,0.26,1,7,900,9000,lammps_0.995_0.21_2.49_0.26_1_7_900_9000
0.22,0.995,2.92,0.49,3,3,1300,2000,lammps_0.995_0.22_2.92_0.49_3_3_1300_2000
0.23,0.995,4.79,1.98,4,7,1300,0,lammps_0.995_0.23_4.79_1.98_4_7_1300_0
0.25,0.995,3.6,0.62,2,1,500,285000,lammps_0.995_0.25_3.60_0.62_2_1_500_285000
0.27,0.995,1.42,1.77,3,5,400,17000,lammps_0.995_0.27_1.42_1.77_3_5_400_17000
0.29,0.995,0.08,0.24,1,7,700,0,lammps_0.995_0.29_0.08_0.24_1_7_700_0
0.03,0.995,5.87,2.92,4,4,800,1000,lammps_0.995_0.03_5.87_2.92_4_4_800_1000
0.31,0.995,0.87,1.88,2,4,900,2000,lammps_0.995_0.31_0.87_1.88_2_4_900_2000
0.3,0.995,4.41,0.28,3,5,300,137000,lammps_0.995_0.30_4.41_0.28_3_5_300_137000
0.41,0.995,1.31,0.68,4,7,600,1000,lammps_0.995_0.41_1.31_0.68_4_7_600_1000
0.39,0.995,4.91,0.78,1,9,700,29000,lammps_0.995_0.39_4.91_0.78_1_9_700_29000
0.38,0.995,1.65,0.09,2,2,600,171000,lammps_0.995_0.38_1.65_0.09_2_2_600_171000
0.37,0.995,3.65,2.02,2,13,1000,0,lammps_0.995_0.37_3.65_2.02_2_13_1000_0
0.4,0.995,1.37,2.56,1,10,500,1000,lammps_0.995_0.40_1.37_2.56_1_10_500_1000
0.35,0.995,0.89,1.53,2,5,300,43000,lammps_0.995_0.35_0.89_1.53_2_5_300_43000
0.34,0.995,7.5,0.61,2,11,300,1000,lammps_0.995_0.34_7.50_0.61_2_11_300_1000
0.33,0.995,0.81,0.45,1,3,600,13000,lammps_0.995_0.33_0.81_0.45_1_3_600_13000
0.32,0.995,6.85,0.53,1,14,800,95000,lammps_0.995_0.32_6.85_0.53_1_14_800_95000
0.36,0.995,4.21,3.39,1,14,600,39000,lammps_0.995_0.36_4.21_3.39_1_14_600_39000
0.5,0.996,8.03,3.22,1,7,1100,2000,lammps_0.996_0.50_8.03_3.22_1_7_1100_2000
0.65,0.996,0.4,2.67,4,5,1100,73000,lammps_0.996_0.65_0.40_2.67_4_5_1100_73000
0.54,0.996,5.58,2.54,1,14,600,8000,lammps_0.996_0.54_5.58_2.54_1_14_600_8000
0.55,0.996,2.9,0.16,2,5,500,22000,lammps_0.996_0.55_2.90_0.16_2_5_500_22000
0.56,0.996,1.73,1.48,4,2,900,7000,lammps_0.996_0.56_1.73_1.48_4_2_900_7000
