n,Egb
0.67,2.794
0.73,2.794
0.74,2.794
0.62,2.794
0.5,2.794
0.4,2.794
0.34,2.794
0.33,2.794
0.1,2.794
0.0,2.794
0.93,2.795
0.92,2.795
0.89,2.795
0.88,2.795
0.83,2.795
0.81,2.795
0.94,2.795
0.5,2.795
0.38,2.795
0.3,2.795
0.17,2.795
0.0,2.795
0.67,2.795
0.95,2.796
0.91,2.796
0.9,2.796
0.88,2.796
0.75,2.796
0.83,2.796
0.58,2.796
0.45,2.796
0.37,2.796
0.25,2.796
0.0,2.796
0.67,2.796
0.78,2.797
0.95,2.797
0.94,2.797
0.92,2.797
0.89,2.797
0.88,2.797
0.86,2.797
0.85,2.797
0.96,2.797
0.77,2.797
0.69,2.797
0.7,2.797
0.0,2.797
0.25,2.797
0.35,2.797
0.75,2.797
0.56,2.797
0.62,2.797
0.67,2.797
0.5,2.797
0.97,2.798
0.8,2.798
0.94,2.798
0.92,2.798
0.89,2.798
0.88,2.798
0.87,2.798
0.83,2.798
0.82,2.798
0.96,2.798
0.75,2.798
0.7,2.798
0.78,2.798
0.19,2.798
0.29,2.798
0.5,2.798
0.0,2.798
0.62,2.798
0.67,2.798
0.69,2.798
0.52,2.798
0.97,2.799
0.93,2.799
0.92,2.799
0.91,2.799
0.9,2.799
0.89,2.799
0.83,2.799
0.71,2.799
0.8,2.799
0.58,2.799
0.47,2.799
0.42,2.799
0.4,2.799
0.17,2.799
0.12,2.799
0.0,2.799
0.67,2.799
0.95,2.8
0.93,2.8
0.92,2.8
0.87,2.8
0.83,2.8
0.8,2.8
0.78,2.8
0.73,2.8
0.7,2.8
0.6,2.8
0.56,2.8
0.44,2.8
0.33,2.8
0.29,2.8
0.0,2.8
0.96,2.801
0.95,2.801
0.94,2.801
0.93,2.801
0.91,2.801
0.9,2.801
0.89,2.801
0.88,2.801
0.85,2.801
0.4,2.801
0.8,2.801
0.83,2.801
0.2,2.801
0.53,2.801
0.0,2.801
0.7,2.801
0.73,2.801
0.78,2.801
0.61,2.801
0.78,2.802
0.96,2.802
0.93,2.802
0.92,2.802
0.9,2.802
0.85,2.802
0.83,2.802
0.8,2.802
0.67,2.802
0.0,2.802
0.4,2.802
0.3,2.802
0.26,2.802
0.21,2.802
0.17,2.802
0.13,2.802
0.11,2.802
0.07,2.802
0.56,2.802
0.96,2.803
0.93,2.803
0.92,2.803
0.9,2.803
0.88,2.803
0.83,2.803
0.7,2.803
0.68,2.803
0.4,2.803
0.33,2.803
0.25,2.803
0.2,2.803
0.08,2.803
0.0,2.803
0.5,2.803
0.8,2.804
0.94,2.804
0.92,2.804
0.9,2.804
0.87,2.804
0.84,2.804
0.82,2.804
0.81,2.804
0.79,2.804
0.93,2.804
0.7,2.804
0.75,2.804
0.1,2.804
0.16,2.804
0.17,2.804
0.0,2.804
0.47,2.804
0.5,2.804
0.62,2.804
0.4,2.804
0.67,2.805
0.94,2.805
0.92,2.805
0.88,2.805
0.83,2.805
0.8,2.805
0.76,2.805
0.75,2.805
0.62,2.805
0.5,2.805
0.0,2.805
0.4,2.805
0.28,2.805
0.25,2.805
0.22,2.805
0.11,2.805
0.1,2.805
0.06,2.805
0.59,2.805
0.83,2.806
0.85,2.806
0.88,2.806
0.79,2.806
0.92,2.806
0.93,2.806
0.94,2.806
0.89,2.806
0.78,2.806
0.81,2.806
0.67,2.806
0.75,2.806
0.65,2.806
0.37,2.806
0.3,2.806
0.25,2.806
0.12,2.806
0.03,2.806
0.0,2.806
0.94,2.807
0.91,2.807
0.9,2.807
0.88,2.807
0.8,2.807
0.6,2.807
0.54,2.807
0.07,2.807
0.03,2.807
0.0,2.807
0.68,2.807
0.86,2.808
0.95,2.808
0.94,2.808
0.93,2.808
0.92,2.808
0.88,2.808
0.87,2.808
0.83,2.808
0.0,2.808
0.73,2.808
0.7,2.808
0.44,2.808
0.28,2.808
0.14,2.808
0.11,2.808
0.04,2.808
0.75,2.808
0.67,2.809
0.96,2.809
0.92,2.809
0.73,2.809
0.63,2.809
0.89,2.809
0.53,2.809
0.47,2.809
0.62,2.809
0.25,2.809
0.05,2.809
0.91,2.81
0.87,2.81
0.86,2.81
0.85,2.81
0.84,2.81
0.77,2.81
0.8,2.81
0.67,2.81
0.5,2.81
0.2,2.81
0.1,2.81
0.0,2.81
0.71,2.81
0.71,2.811
0.94,2.811
0.88,2.811
0.86,2.811
0.8,2.811
0.75,2.811
0.67,2.811
0.14,2.811
0.6,2.811
0.58,2.811
0.56,2.811
0.53,2.811
0.5,2.811
0.0,2.811
0.62,2.811
0.76,2.812
0.92,2.812
0.9,2.812
0.88,2.812
0.83,2.812
0.93,2.812
0.75,2.812
0.8,2.812
0.72,2.812
0.67,2.812
0.6,2.812
0.5,2.812
0.2,2.812
0.17,2.812
0.0,2.812
0.73,2.812
0.93,2.813
0.9,2.813
0.86,2.813
0.83,2.813
0.8,2.813
0.75,2.813
0.61,2.813
0.6,2.813
0.56,2.813
0.5,2.813
0.2,2.813
0.04,2.813
0.03,2.813
0.0,2.813
0.95,2.814
0.96,2.814
0.93,2.814
0.83,2.814
0.75,2.814
0.72,2.814
0.62,2.814
0.03,2.814
0.57,2.814
0.5,2.814
0.46,2.814
0.17,2.814
0.12,2.814
0.0,2.814
0.6,2.814
0.75,2.815
0.78,2.815
0.8,2.815
0.82,2.815
0.88,2.815
0.84,2.815
0.94,2.815
0.67,2.815
0.83,2.815
0.63,2.815
0.97,2.815
0.6,2.815
0.55,2.815
0.5,2.815
0.38,2.815
0.2,2.815
0.12,2.815
0.11,2.815
0.06,2.815
0.0,2.815
0.62,2.815
0.97,2.816
0.89,2.816
0.88,2.816
0.81,2.816
0.8,2.816
0.67,2.816
0.6,2.816
0.25,2.816
0.09,2.816
0.0,2.816
0.76,2.816
0.84,2.817
0.98,2.817
0.96,2.817
0.93,2.817
0.92,2.817
0.91,2.817
0.88,2.817
0.81,2.817
0.19,2.817
0.75,2.817
0.57,2.817
0.56,2.817
0.5,2.817
0.38,2.817
0.33,2.817
0.0,2.817
0.76,2.817
0.84,2.818
0.97,2.818
0.96,2.818
0.94,2.818
0.9,2.818
0.88,2.818
0.87,2.818
0.71,2.818
0.6,2.818
0.7,2.818
0.5,2.818
0.45,2.818
0.33,2.818
0.25,2.818
0.2,2.818
0.1,2.818
0.0,2.818
0.96,2.819
0.94,2.819
0.93,2.819
0.89,2.819
0.88,2.819
0.73,2.819
0.67,2.819
0.5,2.819
0.1,2.819
0.0,2.819
0.33,2.819
0.88,2.82
0.86,2.82
0.83,2.82
0.25,2.82
0.93,2.82
0.97,2.82
0.81,2.82
0.9,2.82
0.79,2.82
0.0,2.82
0.67,2.82
0.6,2.82
0.41,2.82
0.33,2.82
0.17,2.82
0.11,2.82
0.75,2.82
0.93,2.821
0.71,2.821
0.78,2.821
0.67,2.821
0.86,2.821
0.9,2.821
0.92,2.821
0.83,2.821
0.65,2.821
0.72,2.821
0.58,2.821
0.55,2.821
0.5,2.821
0.4,2.821
0.33,2.821
0.2,2.821
0.17,2.821
0.0,2.821
0.62,2.821
0.97,2.822
0.94,2.822
0.93,2.822
0.9,2.822
0.89,2.822
0.88,2.822
0.83,2.822
0.92,2.822
0.62,2.822
0.6,2.822
0.4,2.822
0.31,2.822
0.2,2.822
0.0,2.822
0.82,2.822
0.93,2.823
0.9,2.823
0.88,2.823
0.8,2.823
0.83,2.823
0.67,2.823
0.6,2.823
0.0,2.823
0.75,2.823
0.8,2.824
0.95,2.824
0.94,2.824
0.9,2.824
0.98,2.824
0.85,2.824
0.83,2.824
0.81,2.824
0.78,2.824
0.88,2.824
0.67,2.824
0.0,2.824
0.2,2.824
0.27,2.824
0.3,2.824
0.76,2.824
0.4,2.824
0.5,2.824
0.62,2.824
0.39,2.824
0.94,2.825
0.93,2.825
0.92,2.825
0.89,2.825
0.85,2.825
0.75,2.825
0.67,2.825
0.5,2.825
0.13,2.825
0.1,2.825
0.0,2.825
0.6,2.825
0.3,2.825
0.69,2.826
0.97,2.826
0.93,2.826
0.9,2.826
0.75,2.826
0.4,2.826
0.31,2.826
0.25,2.826
0.21,2.826
0.0,2.826
0.5,2.826
0.97,2.827
0.96,2.827
0.93,2.827
0.9,2.827
0.89,2.827
0.88,2.827
0.75,2.827
0.6,2.827
0.57,2.827
0.4,2.827
0.26,2.827
0.2,2.827
0.0,2.827
0.73,2.827
0.75,2.828
0.96,2.828
0.94,2.828
0.92,2.828
0.87,2.828
0.8,2.828
0.68,2.828
0.97,2.828
0.5,2.828
0.6,2.828
0.0,2.828
0.4,2.828
0.9,2.828
0.43,2.828
0.44,2.828
0.47,2.828
0.71,2.829
0.7,2.829
0.6,2.829
0.96,2.829
0.33,2.829
0.27,2.829
0.0,2.829
0.5,2.829
0.82,2.83
0.98,2.83
0.96,2.83
0.93,2.83
0.92,2.83
0.91,2.83
0.9,2.83
0.88,2.83
0.83,2.83
0.76,2.83
0.56,2.83
0.67,2.83
0.53,2.83
0.5,2.83
0.4,2.83
0.31,2.83
0.25,2.83
0.05,2.83
0.0,2.83
0.7,2.83
0.8,2.831
0.94,2.831
0.93,2.831
0.9,2.831
0.88,2.831
0.81,2.831
0.76,2.831
0.95,2.831
0.62,2.831
0.0,2.831
0.16,2.831
0.72,2.831
0.33,2.831
0.6,2.831
0.31,2.831
0.97,2.832
0.95,2.832
0.93,2.832
0.92,2.832
0.9,2.832
0.82,2.832
0.79,2.832
0.8,2.832
0.5,2.832
0.43,2.832
0.4,2.832
0.38,2.832
0.08,2.832
0.0,2.832
0.62,2.832
0.94,2.833
0.93,2.833
0.92,2.833
0.89,2.833
0.88,2.833
0.62,2.833
0.56,2.833
0.52,2.833
0.5,2.833
0.0,2.833
0.75,2.833
0.95,2.834
0.94,2.834
0.93,2.834
0.92,2.834
0.91,2.834
0.71,2.834
0.67,2.834
0.62,2.834
0.5,2.834
0.34,2.834
0.33,2.834
0.14,2.834
0.13,2.834
0.0,2.834
0.55,2.834
0.86,2.835
0.97,2.835
0.94,2.835
0.92,2.835
0.85,2.835
0.04,2.835
0.75,2.835
0.5,2.835
0.15,2.835
0.81,2.835
0.0,2.835
0.97,2.836
0.93,2.836
0.92,2.836
0.89,2.836
0.8,2.836
0.75,2.836
0.62,2.836
0.9,2.836
0.58,2.836
0.5,2.836
0.4,2.836
0.25,2.836
0.2,2.836
0.04,2.836
0.0,2.836
0.6,2.836
0.95,2.837
0.94,2.837
0.75,2.837
0.62,2.837
0.17,2.837
0.04,2.837
0.0,2.837
0.33,2.837
0.75,2.838
0.91,2.838
0.89,2.838
0.88,2.838
0.8,2.838
0.67,2.838
0.95,2.838
0.47,2.838
0.45,2.838
0.14,2.838
0.04,2.838
0.0,2.838
0.61,2.838
0.96,2.839
0.94,2.839
0.92,2.839
0.88,2.839
0.83,2.839
0.8,2.839
0.74,2.839
0.71,2.839
0.0,2.839
0.92,2.84
0.81,2.84
0.79,2.84
0.94,2.84
0.75,2.84
0.73,2.84
0.77,2.84
0.61,2.84
0.4,2.84
0.2,2.84
0.04,2.84
0.0,2.84
0.72,2.84
0.92,2.841
0.89,2.841
0.88,2.841
0.9,2.841
0.83,2.841
0.38,2.841
0.0,2.841
0.86,2.841
0.0,2.842
0.25,2.842
0.4,2.842
0.6,2.842
0.75,2.842
0.9,2.842
0.94,2.842
0.78,2.843
0.93,2.843
0.9,2.843
0.83,2.843
0.67,2.843
0.73,2.843
0.6,2.843
0.62,2.843
0.5,2.843
0.21,2.843
0.08,2.843
0.0,2.843
0.92,2.844
0.9,2.844
0.89,2.844
0.88,2.844
0.86,2.844
0.84,2.844
0.81,2.844
0.97,2.844
0.74,2.844
0.68,2.844
0.64,2.844
0.6,2.844
0.4,2.844
0.08,2.844
0.0,2.844
0.75,2.844
0.92,2.845
0.9,2.845
0.88,2.845
0.81,2.845
0.8,2.845
0.78,2.845
0.6,2.845
0.46,2.845
0.33,2.845
0.29,2.845
0.25,2.845
0.2,2.845
0.14,2.845
0.1,2.845
0.0,2.845
0.4,2.845
0.83,2.846
0.95,2.846
0.9,2.846
0.89,2.846
0.75,2.846
0.88,2.846
0.57,2.846
0.42,2.846
0.67,2.846
0.25,2.846
0.1,2.846
0.0,2.846
0.96,2.847
0.93,2.847
0.92,2.847
0.9,2.847
0.88,2.847
0.8,2.847
0.78,2.847
0.75,2.847
0.62,2.847
0.54,2.847
0.5,2.847
0.29,2.847
0.25,2.847
0.2,2.847
0.0,2.847
0.95,2.848
0.92,2.848
0.9,2.848
0.97,2.848
0.88,2.848
0.8,2.848
0.53,2.848
0.67,2.848
0.55,2.848
0.2,2.848
0.12,2.848
0.0,2.848
0.71,2.848
0.96,2.849
0.94,2.849
0.84,2.849
0.83,2.849
0.79,2.849
0.67,2.849
0.2,2.849
0.0,2.849
0.75,2.849
0.81,2.85
0.92,2.85
0.89,2.85
0.88,2.85
0.95,2.85
0.86,2.85
0.73,2.85
0.5,2.85
0.67,2.85
0.62,2.85
0.6,2.85
0.42,2.85
0.2,2.85
0.0,2.85
0.7,2.85
0.97,2.851
0.92,2.851
0.91,2.851
0.9,2.851
0.85,2.851
0.79,2.851
0.78,2.851
0.75,2.851
0.71,2.851
0.67,2.851
0.4,2.851
0.2,2.851
0.08,2.851
0.0,2.851
0.76,2.851
0.83,2.852
0.92,2.852
0.9,2.852
0.87,2.852
0.79,2.852
0.25,2.852
0.4,2.852
0.29,2.852
0.16,2.852
0.0,2.852
0.67,2.852
0.94,2.853
0.87,2.853
0.86,2.853
0.67,2.853
0.78,2.853
0.5,2.853
0.3,2.853
0.12,2.853
0.63,2.853
0.6,2.854
0.94,2.854
0.93,2.854
0.9,2.854
0.88,2.854
0.8,2.854
0.67,2.854
0.57,2.854
0.0,2.854
0.54,2.854
0.5,2.854
0.4,2.854
0.25,2.854
0.22,2.854
0.07,2.854
0.56,2.854
0.87,2.855
0.83,2.855
0.81,2.855
0.74,2.855
0.67,2.855
0.47,2.855
0.44,2.855
0.33,2.855
0.0,2.855
0.5,2.855
0.84,2.856
0.97,2.856
0.88,2.856
0.87,2.856
0.8,2.856
0.0,2.856
0.72,2.856
0.69,2.856
0.67,2.856
0.56,2.856
0.75,2.856
0.83,2.857
0.95,2.857
0.94,2.857
0.93,2.857
0.97,2.857
0.91,2.857
0.7,2.857
0.33,2.857
0.5,2.857
0.0,2.857
0.03,2.857
0.8,2.857
0.38,2.857
0.25,2.857
0.0,2.858
0.25,2.858
0.44,2.858
0.75,2.858
0.8,2.858
0.83,2.858
0.88,2.858
0.93,2.858
0.97,2.858
0.97,2.859
0.9,2.859
0.87,2.859
0.83,2.859
0.8,2.859
0.94,2.859
0.75,2.859
0.67,2.859
0.5,2.859
0.4,2.859
0.0,2.859
0.78,2.859
0.96,2.86
0.94,2.86
0.93,2.86
0.9,2.86
0.88,2.86
0.8,2.86
0.75,2.86
0.72,2.86
0.66,2.86
0.62,2.86
0.4,2.86
0.33,2.86
0.17,2.86
0.0,2.86
0.67,2.86
0.94,2.861
0.92,2.861
0.88,2.861
0.87,2.861
0.86,2.861
0.83,2.861
0.62,2.861
0.6,2.861
0.75,2.861
0.0,2.861
0.5,2.861
0.25,2.861
0.0,2.862
0.5,2.862
0.6,2.862
0.75,2.862
0.8,2.862
0.97,2.862
0.81,2.863
0.95,2.863
0.89,2.863
0.8,2.863
0.75,2.863
0.68,2.863
0.78,2.863
0.62,2.863
0.5,2.863
0.43,2.863
0.1,2.863
0.0,2.863
0.67,2.863
0.89,2.864
0.78,2.864
0.67,2.864
0.6,2.864
0.5,2.864
0.41,2.864
0.25,2.864
0.2,2.864
0.0,2.864
0.37,2.864
0.77,2.865
0.93,2.865
0.85,2.865
0.83,2.865
0.8,2.865
0.94,2.865
0.75,2.865
0.6,2.865
0.5,2.865
0.27,2.865
0.0,2.865
0.66,2.865
0.96,2.866
0.95,2.866
0.93,2.866
0.92,2.866
0.9,2.866
0.89,2.866
0.8,2.866
0.67,2.866
0.42,2.866
0.4,2.866
0.38,2.866
0.22,2.866
0.0,2.866
0.72,2.866
0.67,2.867
0.94,2.867
0.89,2.867
0.83,2.867
0.8,2.867
0.5,2.867
0.28,2.867
0.44,2.867
0.2,2.867
0.17,2.867
0.12,2.867
0.0,2.867
0.45,2.867
0.96,2.868
0.94,2.868
0.92,2.868
0.86,2.868
0.83,2.868
0.75,2.868
0.58,2.868
0.45,2.868
0.0,2.868
0.6,2.868
0.89,2.869
0.94,2.869
0.97,2.869
0.93,2.869
0.87,2.869
0.5,2.869
0.73,2.869
0.72,2.869
0.67,2.869
0.0,2.869
0.81,2.869
0.97,2.87
0.95,2.87
0.94,2.87
0.93,2.87
0.92,2.87
0.87,2.87
0.75,2.87
0.5,2.87
0.4,2.87
0.29,2.87
0.0,2.87
0.62,2.87
0.96,2.871
0.92,2.871
0.87,2.871
0.82,2.871
0.4,2.871
0.57,2.871
0.3,2.871
0.0,2.871
0.59,2.871
0.89,2.872
0.88,2.872
0.8,2.872
0.7,2.872
0.6,2.872
0.5,2.872
0.0,2.872
0.67,2.872
0.91,2.873
0.9,2.873
0.83,2.873
0.8,2.873
0.64,2.873
0.7,2.873
0.39,2.873
0.25,2.873
0.17,2.873
0.0,2.873
0.4,2.873
0.93,2.874
0.92,2.874
0.9,2.874
0.88,2.874
0.8,2.874
0.71,2.874
0.64,2.874
0.5,2.874
0.48,2.874
0.33,2.874
0.1,2.874
0.0,2.874
0.97,2.875
0.94,2.875
0.9,2.875
0.83,2.875
0.88,2.875
0.33,2.875
0.67,2.875
0.2,2.875
0.11,2.875
0.0,2.875
0.55,2.876
0.44,2.876
0.4,2.876
0.79,2.876
0.3,2.876
0.25,2.876
0.0,2.876
0.35,2.876
0.88,2.877
0.83,2.877
0.78,2.877
0.67,2.877
0.5,2.877
0.4,2.877
0.05,2.877
0.0,2.877
0.46,2.877
0.8,2.878
0.88,2.878
0.82,2.878
0.78,2.878
0.62,2.878
0.72,2.878
0.0,2.878
0.73,2.878
0.97,2.879
0.93,2.879
0.9,2.879
0.89,2.879
0.75,2.879
0.79,2.879
0.42,2.879
0.32,2.879
0.19,2.879
0.0,2.879
0.62,2.879
0.96,2.88
0.95,2.88
0.9,2.88
0.88,2.88
0.75,2.88
0.8,2.88
0.67,2.88
0.62,2.88
0.4,2.88
0.38,2.88
0.0,2.88
0.7,2.88
0.91,2.881
0.87,2.881
0.83,2.881
0.79,2.881
0.75,2.881
0.71,2.881
0.7,2.881
0.5,2.881
0.44,2.881
0.42,2.881
0.0,2.881
0.58,2.881
0.74,2.882
0.9,2.882
0.89,2.882
0.93,2.882
0.67,2.882
0.2,2.882
0.4,2.882
0.22,2.882
0.05,2.882
0.0,2.882
0.6,2.882
0.0,2.883
0.53,2.883
0.6,2.883
0.73,2.883
0.75,2.883
0.83,2.883
0.97,2.884
0.96,2.884
0.95,2.884
0.78,2.884
0.0,2.884
0.67,2.884
0.35,2.884
0.75,2.884
0.91,2.885
0.96,2.885
0.93,2.885
0.92,2.885
0.87,2.885
0.5,2.885
0.67,2.885
0.4,2.885
0.35,2.885
0.0,2.885
0.75,2.885
0.96,2.886
0.88,2.886
0.83,2.886
0.71,2.886
0.62,2.886
0.6,2.886
0.5,2.886
0.38,2.886
0.33,2.886
0.17,2.886
0.0,2.886
0.4,2.886
0.8,2.887
0.93,2.887
0.83,2.887
0.67,2.887
0.0,2.887
0.33,2.887
0.25,2.887
0.1,2.887
0.42,2.887
0.0,2.888
0.5,2.888
0.75,2.888
0.82,2.888
0.86,2.888
0.94,2.888
0.97,2.888
0.98,2.889
0.96,2.889
0.88,2.889
0.83,2.889
0.0,2.889
0.5,2.889
0.43,2.889
0.7,2.889
0.79,2.89
0.88,2.89
0.85,2.89
0.7,2.89
0.0,2.89
0.43,2.89
0.33,2.89
0.22,2.89
0.5,2.89
0.0,2.891
0.33,2.891
0.4,2.891
0.5,2.891
0.62,2.891
0.67,2.891
0.75,2.891
0.84,2.891
0.92,2.891
0.96,2.892
0.89,2.892
0.67,2.892
0.0,2.892
0.53,2.892
0.0,2.893
0.25,2.893
0.5,2.893
0.52,2.893
0.57,2.893
0.75,2.893
0.78,2.893
0.92,2.893
0.94,2.894
0.92,2.894
0.9,2.894
0.88,2.894
0.8,2.894
0.67,2.894
0.5,2.894
0.4,2.894
0.2,2.894
0.0,2.894
0.96,2.895
0.92,2.895
0.9,2.895
0.87,2.895
0.81,2.895
0.8,2.895
0.75,2.895
0.04,2.895
0.72,2.895
0.6,2.895
0.56,2.895
0.5,2.895
0.33,2.895
0.0,2.895
0.74,2.895
0.71,2.896
0.97,2.896
0.76,2.896
0.75,2.896
0.72,2.896
0.67,2.896
0.91,2.896
0.4,2.896
0.33,2.896
0.25,2.896
0.1,2.896
0.5,2.896
0.0,2.896
0.98,2.897
0.95,2.897
0.92,2.897
0.89,2.897
0.83,2.897
0.78,2.897
0.4,2.897
0.0,2.897
0.88,2.897
0.64,2.898
0.95,2.898
0.87,2.898
0.8,2.898
0.61,2.898
0.92,2.898
0.4,2.898
0.25,2.898
0.2,2.898
0.0,2.898
0.45,2.898
0.92,2.899
0.9,2.899
0.86,2.899
0.67,2.899
0.95,2.899
0.2,2.899
0.14,2.899
0.09,2.899
0.0,2.899
0.6,2.899
0.92,2.9
0.75,2.9
0.67,2.9
0.66,2.9
0.6,2.9
0.55,2.9
0.33,2.9
0.2,2.9
0.0,2.9
0.5,2.9
0.83,2.901
0.95,2.901
0.93,2.901
0.7,2.901
0.6,2.901
0.32,2.901
0.2,2.901
0.0,2.901
0.63,2.901
0.78,2.902
0.0,2.902
0.5,2.902
0.64,2.902
0.73,2.902
0.75,2.902
0.8,2.902
0.81,2.902
0.83,2.902
0.88,2.902
0.89,2.902
0.9,2.902
0.94,2.903
0.92,2.903
0.96,2.903
0.88,2.903
0.12,2.903
0.8,2.903
0.2,2.903
0.0,2.903
0.87,2.903
0.0,2.904
0.4,2.904
0.5,2.904
0.6,2.904
0.86,2.904
0.93,2.904
0.87,2.905
0.92,2.905
0.9,2.905
0.89,2.905
0.86,2.905
0.93,2.905
0.8,2.905
0.75,2.905
0.6,2.905
0.17,2.905
0.0,2.905
0.85,2.905
0.94,2.906
0.87,2.906
0.88,2.906
0.86,2.906
0.0,2.906
0.31,2.906
0.12,2.906
0.56,2.906
0.0,2.907
0.25,2.907
0.67,2.907
0.78,2.907
0.8,2.907
0.89,2.907
0.92,2.907
0.97,2.908
0.96,2.908
0.9,2.908
0.89,2.908
0.85,2.908
0.81,2.908
0.83,2.908
0.67,2.908
0.62,2.908
0.5,2.908
0.42,2.908
0.2,2.908
0.0,2.908
0.69,2.908
0.95,2.909
0.93,2.909
0.8,2.909
0.73,2.909
0.61,2.909
0.2,2.909
0.54,2.909
0.33,2.909
0.17,2.909
0.0,2.909
0.97,2.909
0.6,2.909
0.9,2.91
0.89,2.91
0.96,2.91
0.8,2.91
0.75,2.91
0.77,2.91
0.62,2.91
0.0,2.91
0.93,2.911
0.91,2.911
0.83,2.911
0.8,2.911
0.96,2.911
0.6,2.911
0.5,2.911
0.0,2.911
0.67,2.911
0.0,2.912
0.12,2.912
0.52,2.912
0.6,2.912
0.62,2.912
0.73,2.912
0.8,2.912
0.83,2.912
0.92,2.913
0.96,2.913
0.95,2.913
0.89,2.913
0.0,2.913
0.83,2.913
0.8,2.913
0.62,2.913
0.88,2.913
0.0,2.914
0.64,2.914
0.67,2.914
0.9,2.914
0.89,2.915
0.86,2.915
0.0,2.915
0.8,2.915
0.83,2.915
0.89,2.916
0.95,2.916
0.92,2.916
0.87,2.916
0.72,2.916
0.5,2.916
0.0,2.916
0.94,2.917
0.86,2.917
0.85,2.917
0.96,2.917
0.8,2.917
0.62,2.917
0.0,2.917
0.83,2.917
0.0,2.918
0.5,2.918
0.56,2.918
0.75,2.918
0.83,2.918
0.9,2.918
0.94,2.918
0.96,2.918
0.92,2.919
0.78,2.919
0.0,2.919
0.67,2.919
0.0,2.92
0.33,2.92
0.5,2.92
0.67,2.92
0.75,2.92
0.8,2.92
0.88,2.92
0.92,2.921
0.89,2.921
0.88,2.921
0.83,2.921
0.0,2.921
0.74,2.921
0.67,2.921
0.8,2.921
0.9,2.922
0.88,2.922
0.92,2.922
0.67,2.922
0.75,2.922
0.6,2.922
0.62,2.922
0.3,2.922
0.25,2.922
0.0,2.922
0.95,2.923
0.93,2.923
0.88,2.923
0.87,2.923
0.78,2.923
0.67,2.923
0.5,2.923
0.36,2.923
0.33,2.923
0.0,2.923
0.75,2.923
0.75,2.924
0.9,2.924
0.7,2.924
0.8,2.924
0.4,2.924
0.3,2.924
0.0,2.924
0.44,2.924
0.89,2.925
0.86,2.925
0.78,2.925
0.75,2.925
0.95,2.925
0.6,2.925
0.25,2.925
0.0,2.925
0.7,2.925
0.5,2.926
0.55,2.926
0.7,2.926
0.75,2.926
0.88,2.926
0.89,2.926
0.92,2.926
0.95,2.927
0.93,2.927
0.9,2.927
0.86,2.927
0.8,2.927
0.6,2.927
0.67,2.927
0.0,2.927
0.75,2.927
0.42,2.927
0.4,2.927
0.0,2.928
0.17,2.928
0.5,2.928
0.53,2.928
0.62,2.928
0.73,2.928
0.75,2.928
0.88,2.928
0.89,2.928
0.9,2.928
0.61,2.928
0.95,2.929
0.8,2.929
0.85,2.929
0.75,2.929
0.6,2.929
0.5,2.929
0.0,2.929
0.67,2.929
0.83,2.93
0.75,2.93
0.73,2.93
0.96,2.93
0.08,2.93
0.0,2.93
0.67,2.93
0.93,2.931
0.0,2.931
0.1,2.931
0.4,2.931
0.7,2.931
0.72,2.931
0.73,2.931
0.81,2.931
0.88,2.931
0.9,2.931
0.94,2.931
0.72,2.932
0.6,2.932
0.95,2.932
0.0,2.932
0.5,2.932
0.94,2.932
0.0,2.933
0.86,2.933
0.84,2.933
0.83,2.933
0.97,2.933
0.68,2.933
0.67,2.933
0.5,2.933
0.73,2.933
0.0,2.934
0.12,2.934
0.25,2.934
0.75,2.934
0.93,2.934
0.75,2.935
0.83,2.935
0.7,2.935
0.81,2.935
0.5,2.935
0.0,2.935
0.6,2.935
0.0,2.936
0.7,2.936
0.75,2.936
0.83,2.936
0.9,2.936
0.93,2.936
0.85,2.937
0.75,2.937
0.7,2.937
0.69,2.937
0.35,2.937
0.66,2.937
0.6,2.937
0.0,2.937
0.67,2.937
0.78,2.938
0.97,2.938
0.8,2.938
0.75,2.938
0.91,2.938
0.5,2.938
0.0,2.938
0.62,2.938
0.17,2.938
0.67,2.939
0.63,2.939
0.62,2.939
0.68,2.939
0.33,2.939
0.0,2.939
0.5,2.939
0.0,2.94
0.62,2.94
0.67,2.94
0.8,2.94
0.83,2.94
0.92,2.94
0.94,2.94
0.56,2.94
0.92,2.941
0.96,2.941
0.93,2.941
0.9,2.941
0.6,2.941
0.17,2.941
0.0,2.941
0.75,2.941
0.8,2.942
0.67,2.942
0.65,2.942
0.62,2.942
0.79,2.942
0.56,2.942
0.5,2.942
0.0,2.942
0.61,2.942
0.0,2.943
0.15,2.943
0.2,2.943
0.33,2.943
0.5,2.943
0.62,2.943
0.94,2.943
0.84,2.944
0.92,2.944
0.89,2.944
0.8,2.944
0.6,2.944
0.67,2.944
0.47,2.944
0.39,2.944
0.0,2.944
0.0,2.945
0.25,2.945
0.6,2.945
0.67,2.945
0.81,2.945
0.83,2.945
0.87,2.945
0.92,2.946
0.81,2.946
0.8,2.946
0.73,2.946
0.67,2.946
0.29,2.946
0.57,2.946
0.56,2.946
0.0,2.946
0.62,2.946
0.63,2.947
0.93,2.947
0.8,2.947
0.75,2.947
0.5,2.947
0.0,2.947
0.36,2.947
0.17,2.947
0.08,2.947
0.07,2.947
0.4,2.947
0.88,2.948
0.8,2.948
0.62,2.948
0.5,2.948
0.3,2.948
0.0,2.948
0.42,2.948
0.8,2.949
0.97,2.949
0.92,2.949
